2018-08-29,220.1500,223.4900,219.4100,222.9800,222.2020,27254804
2018-08-28,219.0100,220.5400,218.9200,219.7000,218.9334,22776766
2018-08-27,217.1500,218.7400,216.3300,217.9400,217.1796,20525117
2018-08-24,216.6000,216.9000,215.1100,216.1600,215.4058,18476356
2018-08-23,214.6500,217.0500,214.6000,215.4900,214.7381,18883224
2018-08-22,214.1000,216.3600,213.8400,215.0500,214.2997,19018131
2018-08-21,216.8000,217.1900,214.0250,215.0400,214.2897,26159755
2018-08-20,218.1000,219.1800,215.1100,215.4600,214.7082,30287695
2018-08-17,213.4400,217.9500,213.1600,217.5800,216.8208,35426997
2018-08-16,211.7500,213.8121,211.4700,213.3200,212.5757,28500367
